City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Ofaqim,IL,31.31,34.62,82.71,69,2,11.52,clear sky
363,Gusau,NG,12.16,6.66,83.64,56,57,7.07,broken clouds
364,Nemuro,JP,43.32,145.57,56.68,90,0,8.37,clear sky
365,College,US,64.86,-147.80,56.8,74,75,3.44,broken clouds
366,Bud,US,39.45,-86.18,86.32,60,0,8.95,clear sky
367,Aquiraz,BR,-3.90,-38.39,86.45,74,90,10.09,overcast clouds
368,Merauke,ID,-8.47,140.33,75.09,89,21,8.93,few clouds
369,Fomboni,KM,-12.28,43.74,75.96,69,0,0.94,clear sky
370,Kulu,TR,39.10,33.08,76.14,24,0,12.73,clear sky
371,San Cristobal,VE,7.77,-72.22,78.98,67,94,6.93,overcast clouds
372,Stromness,GB,58.97,-3.30,57.16,83,43,10.0,scattered clouds
373,Coahuayana,MX,18.73,-103.68,91.45,60,54,4.34,broken clouds
374,Tabou,CI,4.42,-7.35,77.5,66,77,7.94,broken clouds
375,Marandahalli,IN,12.40,78.00,80.11,67,99,3.74,heavy intensity rain
376,Mitsamiouli,KM,-11.38,43.28,77.29,61,20,10.36,few clouds
377,Kidal,ML,18.44,1.41,100.17,21,35,6.24,scattered clouds
378,Sainte-Rose,GP,16.33,-61.70,86.04,70,100,14.97,overcast clouds
379,Pascagoula,US,30.37,-88.56,93.2,67,20,6.91,few clouds
380,Medicine Hat,CA,50.05,-110.67,75.22,59,20,10.36,few clouds
381,Kalmunai,LK,7.42,81.82,81.01,82,18,8.21,few clouds
382,Namatanai,PG,-3.67,152.43,78.73,81,37,5.99,light rain
383,Carballo,ES,43.21,-8.69,78.22,88,71,11.27,broken clouds
384,Ostrovnoy,RU,68.05,39.51,55.18,82,57,5.5,broken clouds
385,Saint-Francois,FR,46.42,3.91,83.64,42,0,5.75,clear sky
386,Praya,CV,14.92,-23.51,82.94,69,75,14.97,broken clouds
387,Chara,RU,56.91,118.26,61.9,86,85,3.22,overcast clouds
388,Yima,CN,34.74,111.88,76.82,59,64,5.61,broken clouds
389,Camopi,GF,3.17,-52.32,90.99,44,42,2.62,scattered clouds
390,Homer,US,59.64,-151.55,53.76,88,100,3.0,overcast clouds
391,Jardim,BR,-21.48,-56.14,92.66,19,8,10.71,clear sky
392,Komsomolskiy,UZ,40.43,71.72,92.12,25,0,4.61,clear sky
393,Malatya,TR,38.50,38.00,78.85,30,0,20.71,clear sky
394,Labuhan,ID,-6.88,112.21,75.83,82,80,8.66,broken clouds
395,Sola,VU,-13.88,167.55,80.6,79,11,18.9,few clouds
396,North Bend,US,43.41,-124.22,60.24,93,100,4.61,overcast clouds
397,Itaituba,BR,-4.28,-55.98,95.16,49,20,5.75,few clouds
398,Kupang,ID,-10.17,123.58,75.04,80,25,11.72,scattered clouds
399,Foumbot,CM,5.51,10.64,68.61,94,90,3.4,moderate rain
400,Chojnice,PL,53.70,17.56,92.37,25,89,12.97,overcast clouds
401,Acapulco,MX,16.86,-99.89,87.62,74,75,3.44,broken clouds
402,Moree,AU,-29.47,149.85,54.59,67,100,9.04,overcast clouds
403,Davidson,US,36.15,-86.78,93.02,62,40,7.0,haze
404,Sobolevo,RU,54.43,31.90,64.15,80,14,10.74,few clouds
405,Malanje,AO,-9.54,16.34,78.3,29,56,4.05,broken clouds
406,Wajid,SO,3.81,43.25,80.98,44,45,15.3,scattered clouds
407,Itarema,BR,-2.92,-39.92,87.33,55,74,14.94,broken clouds
408,Nordenham,DE,53.50,8.48,70.18,82,83,9.55,broken clouds
409,Elko,US,41.00,-115.50,84.74,25,57,5.01,broken clouds
410,Belousovka,KZ,50.13,82.52,68.85,60,75,13.42,broken clouds
411,Arraial Do Cabo,BR,-22.97,-42.03,76.96,65,40,12.66,scattered clouds
412,Bastrop,US,32.76,-91.87,93.69,44,36,9.78,scattered clouds
413,San Jose,US,37.34,-121.89,76.91,63,40,3.44,scattered clouds
414,Nova Olimpia,BR,-14.80,-57.29,97.47,18,5,7.7,clear sky
415,Morant Bay,JM,17.88,-76.41,94.71,66,40,12.59,scattered clouds
416,Agirish,RU,61.92,63.02,58.55,53,24,2.51,few clouds
417,Kropotkin,RU,45.44,40.58,71.11,34,52,9.1,broken clouds
418,Lorengau,PG,-2.02,147.27,80.28,78,98,4.99,overcast clouds
419,Bisira,PA,8.52,-81.71,68.41,78,89,3.2,overcast clouds
420,Baherden,TM,38.44,57.43,95.32,11,0,3.31,clear sky
421,Rio Grande,BR,-32.03,-52.10,73.51,93,100,4.27,moderate rain
422,Northam,GB,51.03,-4.22,66.38,64,7,12.24,clear sky
423,Manakara,MG,-22.13,48.02,66.49,79,40,5.3,light rain
424,Otane,NZ,-39.88,176.63,46.0,65,100,13.33,overcast clouds
425,Sao Joao Da Barra,BR,-21.64,-41.05,78.89,71,21,9.84,few clouds
426,Nelson Bay,AU,-32.72,152.15,63.0,80,99,21.99,light rain
427,San Andres,CO,12.58,-81.70,86.02,74,40,12.66,scattered clouds
428,Jiayuguan,CN,39.82,98.30,68.2,26,1,7.61,clear sky
429,Suhbaatar,MN,50.23,106.21,55.27,95,100,2.55,moderate rain
430,Kavaratti,IN,10.57,72.64,80.98,81,89,20.33,overcast clouds
431,Hambantota,LK,6.12,81.12,79.54,82,96,20.69,moderate rain
432,Wanxian,CN,30.80,108.39,78.51,90,99,5.06,overcast clouds
433,Alice Springs,AU,-23.70,133.88,43.54,48,0,5.32,clear sky
434,Salalah,OM,17.02,54.09,77.09,94,100,5.75,overcast clouds
435,Waitati,NZ,-45.75,170.57,47.8,82,90,4.47,overcast clouds
436,Zima,RU,53.92,102.04,56.71,80,100,5.64,overcast clouds
437,Logan,US,41.74,-111.83,92.14,49,0,3.44,clear sky
438,Olga,RU,43.74,135.29,63.07,98,100,4.0,overcast clouds
439,Olinda,BR,-8.01,-34.86,76.73,83,75,14.97,broken clouds
440,Pucallpa,PE,-8.38,-74.55,86.04,66,40,2.3,scattered clouds
441,Copiapo,CL,-27.37,-70.33,53.29,63,81,5.32,broken clouds
442,Waddan,LY,29.16,16.14,91.04,23,0,13.53,clear sky
443,Noumea,NC,-22.28,166.46,75.99,99,21,10.18,few clouds
444,Winslow,US,35.02,-110.70,91.58,21,0,8.05,clear sky
445,Bubaque,GW,11.28,-15.83,78.48,86,85,19.8,overcast clouds
446,Evensk,RU,61.95,159.23,54.32,54,4,8.79,clear sky
447,Zboriv,UA,49.66,25.14,70.79,52,5,7.09,clear sky
448,Leningradskiy,RU,69.38,178.42,33.48,99,100,12.97,light snow
449,Portland,US,45.52,-122.68,74.5,70,20,5.75,few clouds
450,Ekibastuz,KZ,51.67,75.37,73.51,41,75,8.14,broken clouds
451,Roebourne,AU,-20.78,117.13,70.56,81,0,8.41,clear sky
452,Ternate,ID,0.80,127.40,79.77,79,100,3.2,overcast clouds
453,Chase,CA,50.82,-119.69,76.08,37,63,2.86,broken clouds
454,Luba,GQ,3.46,8.55,75.87,91,93,9.62,light rain
455,Wukari,NG,7.85,9.78,78.22,81,91,6.17,light rain
456,Gizo,SB,-8.10,156.84,81.46,77,29,4.9,light rain
457,Muisne,EC,0.60,-80.03,75.11,79,100,10.69,overcast clouds
458,Pacific Grove,US,36.62,-121.92,67.21,96,100,11.01,mist
459,Dinguiraye,GN,11.30,-10.72,76.59,86,94,4.99,moderate rain
460,Arteaga,MX,18.47,-102.42,79.25,63,71,2.91,broken clouds
461,Araouane,ML,18.90,-3.53,97.57,28,67,6.04,broken clouds
462,Jalu,LY,29.03,21.55,91.51,19,0,11.72,clear sky
463,Tsiroanomandidy,MG,-18.77,46.03,61.97,58,0,9.95,clear sky
464,Toora-Khem,RU,52.47,96.11,59.02,45,100,2.71,overcast clouds
465,Lamar,US,33.67,-95.58,96.78,52,100,6.91,light rain
466,Huangzhai,CN,38.08,112.66,72.01,59,81,3.33,broken clouds
467,Rocha,UY,-34.48,-54.33,59.0,72,79,9.44,broken clouds
468,Haicheng,CN,40.85,122.75,68.99,94,99,1.52,overcast clouds
469,North Myrtle Beach,US,33.82,-78.68,88.29,80,40,16.11,scattered clouds
470,Vostok,RU,46.49,135.88,58.69,99,53,2.15,broken clouds
471,Saint-Pierre,RE,-21.34,55.48,69.48,73,0,6.91,clear sky
472,Chumikan,RU,54.72,135.31,52.0,100,100,2.8,overcast clouds
473,Souillac,MU,-20.52,57.52,68.38,88,40,11.5,light rain
474,Houston,US,29.76,-95.36,96.35,62,40,8.05,scattered clouds
475,Ketchikan,US,55.34,-131.65,55.87,88,100,5.75,overcast clouds
476,Nome,US,64.50,-165.41,46.47,93,75,4.61,broken clouds
477,Batagay-Alyta,RU,67.80,130.41,45.79,86,99,1.66,overcast clouds
478,Pingzhuang,CN,42.04,119.29,69.44,74,36,1.95,scattered clouds
479,Auki,SB,-8.77,160.70,76.77,89,87,3.76,overcast clouds
480,Myitkyina,MM,25.38,97.40,77.41,93,98,2.1,light rain
481,Talnakh,RU,69.49,88.40,56.21,87,24,7.36,light rain
482,Sept-Iles,CA,50.20,-66.38,72.12,56,75,10.36,broken clouds
483,Palmas Bellas,PA,9.23,-80.09,79.59,86,100,6.64,overcast clouds
484,Natal,BR,-5.79,-35.21,84.42,70,40,12.66,scattered clouds
485,Poum,NC,-20.23,164.02,76.14,89,5,24.09,clear sky
486,Nioro,GM,13.35,-15.75,84.83,69,97,1.9,moderate rain
487,Vilyuysk,RU,63.76,121.62,58.01,97,100,9.42,overcast clouds
488,Batemans Bay,AU,-35.72,150.18,53.1,86,90,3.36,overcast clouds
489,Solikamsk,RU,59.62,56.77,58.14,92,23,4.27,light rain
490,Qandala,SO,11.47,49.87,88.99,53,37,2.64,scattered clouds
491,Along,IN,28.17,94.77,74.93,98,100,1.99,heavy intensity rain
492,Eenhana,NA,-17.47,16.33,66.43,20,0,6.53,clear sky
493,Manadhoo,MV,5.77,73.38,81.95,78,100,18.79,overcast clouds
494,Bedesa,ET,8.90,40.78,64.13,83,54,4.52,light rain
495,Howard Springs,AU,-12.50,131.05,68.83,93,54,6.71,broken clouds
496,Sao Felix Do Xingu,BR,-6.64,-51.99,95.85,22,5,3.62,clear sky
497,Hailey,US,43.52,-114.32,82.8,26,0,8.05,clear sky
498,Kpandae,GH,8.47,-0.01,82.74,62,66,6.49,broken clouds
499,Kashan,IR,33.98,51.44,101.79,7,0,0.0,clear sky
500,Kieta,PG,-6.22,155.63,79.29,78,85,2.04,overcast clouds
501,Buraydah,SA,26.33,43.98,108.05,9,33,10.49,scattered clouds
502,Camacha,PT,33.08,-16.33,69.22,68,75,18.41,broken clouds
503,Archidona,ES,37.10,-4.39,75.4,26,0,9.73,clear sky
504,Saint-Prosper,CA,46.21,-70.48,86.29,36,95,14.23,overcast clouds
505,Latung,PH,5.50,120.88,83.57,72,99,5.41,overcast clouds
506,Batagay,RU,67.63,134.63,50.83,79,94,0.76,overcast clouds
507,La Reforma,MX,25.08,-108.05,92.01,54,92,5.53,overcast clouds
508,Manaure,CO,11.78,-72.44,89.91,52,49,19.42,scattered clouds
509,Dunedin,NZ,-45.87,170.50,47.8,82,96,8.01,overcast clouds
510,Brigantine,US,39.41,-74.36,95.2,71,0,8.05,clear sky
511,Fairbanks,US,64.84,-147.72,56.82,73,75,3.44,broken clouds
512,Santa Lucia,ES,27.91,-15.54,74.77,57,20,34.52,few clouds
513,Esperance,AU,-33.87,121.90,53.44,72,63,18.45,broken clouds
514,Asfi,MA,32.30,-9.24,79.32,62,5,23.04,clear sky
515,Fengrun,CN,39.83,118.12,75.06,76,1,3.33,clear sky
516,Bilisht,AL,40.63,20.99,84.94,30,0,5.3,clear sky
517,Oxford,GB,51.75,-1.26,75.38,62,75,8.05,broken clouds
518,Anqing,CN,30.51,117.05,81.55,87,77,2.48,broken clouds
519,Nuuk,GL,64.18,-51.72,59.61,67,40,17.27,scattered clouds
520,Husavik,IS,66.04,-17.34,50.72,78,76,6.49,broken clouds
521,Fort Nelson,CA,58.81,-122.70,56.79,72,75,5.75,broken clouds
522,Colac,AU,-38.33,143.58,44.17,90,1,5.26,clear sky
523,Homestead,US,25.47,-80.48,91.99,65,11,5.01,few clouds
524,Mikhaylovka,RU,50.06,43.24,66.78,65,37,5.68,scattered clouds
525,Vyartsilya,RU,62.18,30.69,78.62,81,16,5.14,few clouds
526,Trairi,BR,-3.28,-39.27,82.98,65,98,11.48,overcast clouds
527,Gunjur,GM,13.20,-16.73,89.67,74,75,8.05,light rain
528,Rujewa,TZ,-8.70,34.38,67.32,60,94,11.32,overcast clouds
529,Opuwo,NA,-18.06,13.84,68.43,21,0,7.7,clear sky
530,Kouroussa,GN,10.65,-9.88,78.76,80,81,6.35,light rain
531,High Level,CA,58.52,-117.14,60.91,77,75,0.0,broken clouds
